s2_id_gee,longitude,latitude,time,cs_cdf,neon_date,days_diff,neon_id_gee,x,y,x_c,y_c,lat_c,lon_c,epsg,width,height,folder,neon_id,neon_val_null,abs_days_diff,dup_index,neon_ids,s2_date
COPERNICUS/S2_SR_HARMONIZED/20190826T153819_20190826T154455_T18TYN,-72.14855137017301,42.43623435874937,2019-08-26,0.9137254901960784,2019-08-11,15,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_HARV_6,731525.2913285355,4703495.115371086,734105.2913285355,4700915.115371086,42.42523577168467,-72.15432464717728,EPSG:32618,5160,5160,2019_HARV_6,2019_HARV_6__07,17.058823529411764,15,2,2019_HARV_6__07__02,2019-08-26
COPERNICUS/S2_SR_HARMONIZED/20190705T214539_20190705T214538_T05WPM,-149.280057621357,63.89770514859203,2019-07-05,0.9254901960784314,2019-06-26,9,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_HEAL_3,385016.12288809486,7092451.358054247,387596.12288809486,7089871.358054247,63.91777754770688,-149.29171997678918,EPSG:32606,5160,5160,2019_HEAL_3,2019_HEAL_3__01,23.980933596318213,9,1,2019_HEAL_3__01__01,2019-07-05
COPERNICUS/S2_SR_HARMONIZED/20190705T214539_20190705T214538_T05VPL,-149.280057621357,63.89770514859203,2019-07-05,0.9176470588235294,2019-06-26,9,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_HEAL_3,385016.12288809486,7092451.358054247,387596.12288809486,7089871.358054247,63.91777754770688,-149.29171997678918,EPSG:32606,5160,5160,2019_HEAL_3,2019_HEAL_3__01,23.980933596318213,9,2,2019_HEAL_3__01__02,2019-07-05
COPERNICUS/S2_SR_HARMONIZED/20190705T214539_20190705T214538_T05WPM,-149.18735148403587,63.89770514859203,2019-07-05,0.9215686274509803,2019-06-26,9,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_HEAL_3,390176.12288809486,7092451.358054247,392756.12288809486,7089871.358054247,63.919402546737246,-149.18661102181937,EPSG:32606,5160,5160,2019_HEAL_3,2019_HEAL_3__02,13.560157790927022,9,1,2019_HEAL_3__02__01,2019-07-05
COPERNICUS/S2_SR_HARMONIZED/20190705T214539_20190705T214538_T05VPL,-149.18735148403587,63.89770514859203,2019-07-05,0.9137254901960784,2019-06-26,9,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_HEAL_3,390176.12288809486,7092451.358054247,392756.12288809486,7089871.358054247,63.919402546737246,-149.18661102181937,EPSG:32606,5160,5160,2019_HEAL_3,2019_HEAL_3__02,13.560157790927022,9,2,2019_HEAL_3__02__02,2019-07-05
COPERNICUS/S2_SR_HARMONIZED/20190705T214539_20190705T214538_T05VPL,-149.280057621357,63.851352079931466,2019-07-05,0.9137254901960784,2019-06-26,9,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_HEAL_3,385016.12288809486,7087291.358054247,387596.12288809486,7084711.358054247,63.871507899807405,-149.2879491455421,EPSG:32606,5160,5160,2019_HEAL_3,2019_HEAL_3__03,11.496564437740908,9,1,2019_HEAL_3__03__01,2019-07-05
COPERNICUS/S2_SR_HARMONIZED/20190705T214539_20190705T214538_T06VUR,-149.280057621357,63.851352079931466,2019-07-05,0.9137254901960784,2019-06-26,9,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_HEAL_3,385016.12288809486,7087291.358054247,387596.12288809486,7084711.358054247,63.871507899807405,-149.2879491455421,EPSG:32606,5160,5160,2019_HEAL_3,2019_HEAL_3__03,11.496564437740908,9,2,2019_HEAL_3__03__02,2019-07-05
COPERNICUS/S2_SR_HARMONIZED/20190705T214539_20190705T214538_T06VUR,-149.18735148403587,63.851352079931466,2019-07-05,0.9137254901960784,2019-06-26,9,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_HEAL_3,390176.12288809486,7087291.358054247,392756.12288809486,7084711.358054247,63.87312959488615,-149.18301279522854,EPSG:32606,5160,5160,2019_HEAL_3,2019_HEAL_3__04,0.0,9,1,2019_HEAL_3__04__01,2019-07-05
COPERNICUS/S2_SR_HARMONIZED/20190705T214539_20190705T214538_T05VPL,-149.18735148403587,63.851352079931466,2019-07-05,0.9098039215686274,2019-06-26,9,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_HEAL_3,390176.12288809486,7087291.358054247,392756.12288809486,7084711.358054247,63.87312959488615,-149.18301279522854,EPSG:32606,5160,5160,2019_HEAL_3,2019_HEAL_3__04,0.0,9,2,2019_HEAL_3__04__02,2019-07-05
COPERNICUS/S2_SR_HARMONIZED/20190904T160829_20190904T162326_T16RGV,-84.57117377120505,31.311497880213217,2019-09-04,0.9019607843137255,2019-08-30,5,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_JERC_5,730472.8889341321,3466828.8645352586,733052.8889341321,3464248.8645352586,31.28927749772075,-84.55171089270794,EPSG:32616,5160,5160,2019_JERC_5,2019_JERC_5__01,13.083228247162673,5,1,2019_JERC_5__01__01,2019-09-04
COPERNICUS/S2_SR_HARMONIZED/20190907T161829_20190907T163000_T16RGV,-84.57117377120505,31.311497880213217,2019-09-07,0.9098039215686274,2019-08-30,8,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_JERC_5,730472.8889341321,3466828.8645352586,733052.8889341321,3464248.8645352586,31.28927749772075,-84.55171089270794,EPSG:32616,5160,5160,2019_JERC_5,2019_JERC_5__01,13.083228247162673,8,2,2019_JERC_5__01__02,2019-09-07
COPERNICUS/S2_SR_HARMONIZED/20190907T161829_20190907T163000_T16RGV,-84.47846763388391,31.26514481155265,2019-09-07,0.9098039215686274,2019-08-30,8,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_JERC_5,735632.8889341321,3466828.8645352586,738212.8889341321,3464248.8645352586,31.28823317289181,-84.49754699104972,EPSG:32616,5160,5160,2019_JERC_5,2019_JERC_5__02,0.0,8,1,2019_JERC_5__02__01,2019-09-07
